timestamp,hr_bpm,snr,rmssd_ms_trend,resp_per_min,face_idx,video_ok,voice_db,voice_voiced,voice_pitch_hz,voice_speech_ratio,voice_tempo_per_min,voice_pauses_per_min,voice_avg_pause_sec
2026-06-17T12:07:05,59.9,2.4,,12.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:06,61.2,2.5,,10.2,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:06,88.9,2.8,406.7,8.9,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:07,63.0,2.8,353.0,7.9,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:08,90.5,2.9,333.8,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:09,90.5,2.9,315.7,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:10,90.4,2.9,333.7,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:11,90.4,2.9,306.6,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:11,90.4,2.9,303.7,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:12,45.2,6.5,312.1,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:13,45.1,7.2,318.7,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:14,45.1,7.3,307.1,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:15,45.1,7.3,300.2,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:16,60.2,3.4,304.7,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:17,60.1,3.4,297.4,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:17,60.1,3.4,299.3,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:18,60.1,3.2,293.9,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:19,67.7,3.2,271.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:20,67.7,3.0,260.2,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:21,52.6,3.5,300.6,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:21,60.1,3.4,275.8,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:22,60.1,3.2,274.9,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:23,67.7,3.1,243.1,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:24,52.6,3.0,240.2,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:25,52.6,3.5,239.4,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:26,60.1,3.3,248.5,22.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:26,60.1,3.0,247.8,22.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:27,67.7,2.9,217.5,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:07:28,67.7,2.7,221.0,15.0,0,1,-180.0,0,,0.000,,0.00,
