timestamp,hr_bpm,snr,rmssd_ms_trend,resp_per_min,face_idx,voice_db,voice_pitch_hz,voice_speech_ratio,voice_tempo_per_min,voice_pauses_per_min,voice_avg_pause_sec
2026-06-17T13:36:41,71.9,5.3,,12.0,0,-19.1,122,0.468,59.3,11.87,1.54
2026-06-17T13:36:42,62.0,6.6,,10.3,0,-48.0,125,0.478,61.1,10.19,1.54
2026-06-17T13:36:43,62.9,7.5,376.8,9.0,0,-50.5,122,0.429,62.5,8.93,1.54
2026-06-17T13:36:43,64.2,7.9,343.2,8.0,0,-10.5,116,0.466,71.5,7.94,1.54
2026-06-17T13:36:44,60.4,6.7,356.1,7.6,0,-31.6,122,0.489,85.9,7.16,1.54
2026-06-17T13:36:45,60.4,6.7,341.2,7.5,0,-48.1,124,0.500,91.1,6.51,1.54
2026-06-17T13:36:46,60.3,6.7,349.1,7.5,0,-50.5,124,0.459,83.6,5.97,1.54
2026-06-17T13:36:47,60.3,6.7,395.5,7.5,0,-13.1,127,0.497,82.2,10.96,1.31
2026-06-17T13:36:47,60.3,6.7,377.5,7.5,0,-21.2,127,0.514,87.1,10.25,1.31
2026-06-17T13:36:48,60.2,6.1,399.4,15.1,0,-22.5,128,0.548,80.9,9.52,1.31
2026-06-17T13:36:49,60.2,6.1,393.8,15.1,0,-47.8,127,0.557,84.8,8.93,1.31
2026-06-17T13:36:50,60.2,6.1,406.6,15.1,0,-12.8,127,0.534,84.1,8.41,1.31
2026-06-17T13:36:51,60.2,6.1,406.3,15.0,0,-19.3,127,0.551,83.4,7.94,1.31
2026-06-17T13:36:52,60.2,6.1,413.0,15.0,0,-18.4,127,0.562,82.8,7.53,1.31
2026-06-17T13:36:53,60.2,6.0,414.3,15.0,0,-50.8,127,0.561,85.9,7.16,1.31
2026-06-17T13:36:53,60.2,5.9,401.7,15.0,0,-38.4,127,0.555,89.0,6.84,1.31
2026-06-17T13:36:54,60.1,6.0,394.6,7.5,0,-42.0,127,0.533,88.2,6.53,1.31
2026-06-17T13:36:55,60.1,5.8,376.0,7.5,0,-35.0,127,0.510,84.4,6.25,1.31
2026-06-17T13:36:56,60.1,5.2,379.5,7.5,0,-46.1,127,0.489,80.9,5.99,1.31
2026-06-17T13:36:57,60.1,4.8,395.4,7.5,0,-40.1,127,0.486,88.9,8.60,1.64
2026-06-17T13:36:58,60.1,5.0,362.0,7.5,0,-28.1,127,0.479,91.0,8.27,1.64
2026-06-17T13:36:58,60.1,5.6,370.3,7.5,0,-49.2,127,0.466,87.9,7.99,1.64
