timestamp,hr_bpm,snr,rmssd_ms_trend,resp_per_min,face_idx,video_ok,voice_db,voice_voiced,voice_pitch_hz,voice_speech_ratio,voice_tempo_per_min,voice_pauses_per_min,voice_avg_pause_sec
2026-06-17T12:01:32,83.9,3.8,,12.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:33,72.3,3.3,,10.3,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:34,71.9,2.9,163.8,18.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:35,71.6,3.1,160.6,15.9,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:36,68.0,2.8,172.4,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:36,67.9,2.8,175.3,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:37,67.9,2.8,168.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:38,67.8,2.8,161.4,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:39,67.8,2.8,226.2,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:40,60.2,4.4,220.9,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:41,60.2,4.4,224.3,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:42,60.2,4.4,217.4,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:42,60.2,4.4,202.8,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:43,60.2,4.4,206.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:44,60.2,5.8,206.2,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:45,60.1,5.8,238.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:46,60.1,5.9,235.0,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:46,60.1,6.2,245.9,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:47,60.1,6.8,248.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-17T12:01:48,60.1,8.2,254.4,7.5,0,1,-180.0,0,,0.000,,0.00,
