timestamp,hr_bpm,snr,rmssd_ms_trend,resp_per_min,face_idx,voice_db,voice_pitch_hz,voice_speech_ratio,voice_tempo_per_min,voice_pauses_per_min,voice_avg_pause_sec
2026-06-17T13:39:04,59.9,3.5,,12.0,0,-82.0,128,0.203,35.6,0.00,
2026-06-17T13:39:05,62.0,5.8,,10.3,0,-78.9,128,0.174,30.6,0.00,
2026-06-17T13:39:06,62.9,7.4,279.3,9.0,0,-67.8,128,0.152,26.8,0.00,
2026-06-17T13:39:07,63.6,7.0,286.5,8.0,0,-59.0,128,0.134,23.6,0.00,
2026-06-17T13:39:07,60.4,8.3,284.4,7.6,0,-51.2,126,0.176,35.8,7.16,5.44
2026-06-17T13:39:08,60.4,8.3,277.2,15.1,0,-13.3,128,0.229,39.1,6.51,5.44
2026-06-17T13:39:09,60.3,8.3,372.4,15.1,0,-28.7,128,0.288,36.1,6.01,5.44
2026-06-17T13:39:10,60.3,8.3,345.7,7.5,0,-70.0,128,0.296,33.3,5.55,5.44
2026-06-17T13:39:11,60.3,8.3,313.2,15.1,0,-76.9,128,0.276,31.1,5.18,5.44
2026-06-17T13:39:11,60.2,4.6,320.1,15.1,0,-65.0,128,0.267,33.7,9.62,3.55
2026-06-17T13:39:12,60.2,4.6,311.5,15.1,0,-180.0,128,0.251,31.7,9.06,3.55
2026-06-17T13:39:13,60.2,4.6,317.5,7.5,0,-180.0,128,0.236,29.8,8.52,3.55
2026-06-17T13:39:14,60.2,4.6,311.0,7.5,0,-180.0,128,0.222,28.0,8.01,3.55
2026-06-17T13:39:15,60.2,4.6,323.8,7.5,0,-180.0,128,0.211,26.6,7.59,3.55
2026-06-17T13:39:16,60.2,3.6,313.4,7.5,0,-180.0,128,0.199,25.1,7.18,3.55
2026-06-17T13:39:16,60.2,3.6,309.5,7.5,0,-180.0,128,0.190,24.0,6.87,3.55
2026-06-17T13:39:17,60.1,3.6,320.3,7.5,0,-180.0,128,0.182,22.9,6.56,3.55
2026-06-17T13:39:18,60.1,3.2,293.4,7.5,0,-180.0,128,0.174,22.0,6.29,3.55
2026-06-17T13:39:19,60.1,2.9,303.3,7.5,0,-180.0,128,0.167,21.0,6.01,3.55
2026-06-17T13:39:20,97.7,3.0,305.3,7.5,0,-180.0,128,0.160,20.1,5.75,3.55
2026-06-17T13:39:21,97.7,3.2,312.8,7.5,0,-180.0,128,0.153,19.4,5.53,3.55
2026-06-17T13:39:22,97.7,2.9,328.2,7.5,0,-180.0,128,0.148,18.6,5.33,3.55
2026-06-17T13:39:22,97.7,2.5,326.9,7.5,0,-180.0,128,0.142,18.0,5.14,3.55
2026-06-17T13:39:23,60.1,2.6,291.7,7.5,0,-180.0,128,0.138,17.4,4.97,3.55
2026-06-17T13:39:24,60.1,3.1,374.7,7.5,0,-180.0,128,0.133,16.8,4.80,3.55
2026-06-17T13:39:25,60.1,3.4,348.1,15.0,0,-180.0,128,0.129,16.2,4.64,3.55
2026-06-17T13:39:26,60.1,3.3,359.4,15.0,0,-180.0,128,0.125,15.8,4.51,3.55
2026-06-17T13:39:26,60.1,3.5,358.7,15.0,0,-180.0,128,0.121,15.3,4.36,3.55
2026-06-17T13:39:27,60.1,3.8,377.3,15.0,0,-180.0,128,0.117,14.8,4.23,3.55
2026-06-17T13:39:28,60.1,4.0,343.9,7.5,0,-180.0,128,0.114,14.4,4.11,3.55
2026-06-17T13:39:29,60.1,4.3,358.4,7.5,0,-180.0,128,0.111,14.0,4.00,3.55
2026-06-17T13:39:30,60.1,4.4,369.4,7.5,0,-180.0,128,0.108,13.6,3.89,3.55
2026-06-17T13:39:31,60.1,4.0,374.9,15.0,0,-180.0,128,0.105,13.3,3.79,3.55
2026-06-17T13:39:31,60.1,3.7,369.6,15.0,0,-180.0,128,0.102,12.9,3.69,3.55
2026-06-17T13:39:32,60.1,3.9,371.0,7.5,0,-180.0,128,0.100,12.6,3.60,3.55
2026-06-17T13:39:33,60.1,4.3,359.6,7.5,0,-180.0,128,0.097,12.3,3.50,3.55
2026-06-17T13:39:34,60.1,4.5,365.0,7.5,0,-180.0,128,0.095,12.0,3.42,3.55
2026-06-17T13:39:35,60.1,3.9,380.9,7.5,0,-180.0,128,0.093,11.7,3.34,3.55
2026-06-17T13:39:36,60.1,3.8,352.7,15.0,0,-180.0,128,0.091,11.4,3.27,3.55
2026-06-17T13:39:36,60.1,4.0,363.4,7.5,0,-180.0,128,0.089,11.2,3.20,3.55
2026-06-17T13:39:37,60.1,4.3,359.0,7.5,0,-180.0,128,0.087,10.9,3.12,3.55
2026-06-17T13:39:38,60.1,4.7,338.6,7.5,0,-180.0,128,0.085,10.7,3.06,3.55
2026-06-17T13:39:39,52.6,5.1,248.1,15.0,0,-180.0,128,0.083,10.5,3.00,3.55
2026-06-17T13:39:40,52.6,4.6,281.4,15.0,0,-180.0,128,0.082,10.3,2.94,3.55
2026-06-17T13:39:41,52.6,3.5,225.5,15.0,0,-180.0,128,0.080,10.1,2.88,3.55
2026-06-17T13:39:41,45.1,6.7,143.2,15.0,0,-180.0,128,0.079,9.9,2.83,3.55
2026-06-17T13:39:42,105.3,0.0,190.2,7.5,0,-180.0,128,0.077,9.7,2.77,3.55
2026-06-17T13:39:43,45.1,0.0,182.1,7.5,0,-180.0,128,0.076,9.5,2.73,3.55
2026-06-17T13:39:44,52.6,0.0,201.4,7.5,0,-180.0,128,0.074,9.3,2.67,3.55
2026-06-17T13:39:45,45.1,0.0,,7.5,0,-180.0,128,0.073,9.2,2.62,3.55
2026-06-17T13:39:46,45.1,0.0,,7.5,0,-180.0,128,0.071,9.0,2.58,3.55
2026-06-17T13:39:46,45.1,0.0,,7.5,0,-180.0,128,0.070,8.9,2.53,3.55
2026-06-17T13:39:47,45.1,0.0,,7.5,0,-180.0,128,0.069,8.7,2.49,3.55
2026-06-17T13:39:48,45.1,0.0,,7.5,0,-180.0,128,0.068,8.6,2.45,3.55
2026-06-17T13:39:49,45.1,0.0,,7.5,0,-180.0,128,0.067,8.4,2.41,3.55
2026-06-17T13:39:50,45.1,0.0,,7.5,0,-180.0,128,0.066,8.3,2.37,3.55
2026-06-17T13:39:50,45.1,0.0,,7.5,0,-180.0,128,0.065,8.2,2.33,3.55
2026-06-17T13:39:51,45.1,0.0,,7.5,0,-180.0,128,0.064,8.0,2.29,3.55
2026-06-17T13:39:52,45.1,0.0,,7.5,0,-180.0,128,0.063,7.9,2.26,3.55
2026-06-17T13:39:53,45.1,0.0,,7.5,0,-180.0,128,0.062,7.8,2.22,3.55
2026-06-17T13:39:54,45.1,0.0,,7.5,0,-180.0,128,0.061,7.7,2.19,3.55
2026-06-17T13:39:55,45.1,0.0,,7.5,0,-180.0,128,0.060,7.6,2.16,3.55
2026-06-17T13:39:55,45.1,0.0,,7.5,0,-180.0,128,0.059,7.4,2.13,3.55
2026-06-17T13:39:56,45.1,0.0,,7.5,0,-180.0,128,0.058,7.3,2.10,3.55
2026-06-17T13:39:57,45.1,0.0,,7.5,0,-180.0,128,0.057,7.2,2.07,3.55
2026-06-17T13:39:58,45.1,0.0,,7.5,0,-180.0,128,0.057,7.1,2.04,3.55
2026-06-17T13:39:59,45.1,0.0,,7.5,0,-180.0,128,0.056,7.0,2.01,3.55
2026-06-17T13:39:59,45.1,0.0,,7.5,0,-180.0,128,0.049,6.0,2.00,3.55
2026-06-17T13:40:00,45.1,0.0,,7.5,0,-180.0,128,0.045,6.0,2.00,3.55
2026-06-17T13:40:01,45.1,0.0,,7.5,0,-180.0,128,0.039,4.0,2.00,3.55
2026-06-17T13:40:02,45.1,0.0,,7.5,0,-180.0,128,0.038,4.0,2.00,3.17
2026-06-17T13:40:03,45.1,0.0,,7.5,0,-180.0,128,0.038,4.0,2.00,2.75
2026-06-17T13:40:04,45.1,0.0,,7.5,0,-180.0,128,0.038,4.0,2.00,2.34
2026-06-17T13:40:04,45.1,0.0,,7.5,0,-180.0,128,0.038,4.0,2.00,1.95
