timestamp,hr_bpm,snr,rmssd_ms_trend,resp_per_min,face_idx,video_ok,voice_db,voice_voiced,voice_pitch_hz,voice_speech_ratio,voice_tempo_per_min,voice_pauses_per_min,voice_avg_pause_sec
2026-06-23T12:12:32,71.4,3.0,,11.9,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:33,71.9,3.4,,10.3,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:33,72.2,3.9,203.0,9.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:34,71.9,3.7,145.6,8.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:35,75.2,4.3,144.9,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:36,75.2,4.3,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:37,75.2,4.3,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:37,75.2,4.3,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:38,,,,,0,0,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:39,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:40,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:41,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:42,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:42,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:43,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:44,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:45,,,145.0,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:46,60.1,3.0,202.9,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:46,60.0,3.1,202.7,15.0,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:47,60.5,3.2,198.1,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:48,60.3,3.3,217.1,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:49,60.5,3.6,205.3,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:50,60.5,3.0,214.0,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:51,,,214.0,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:51,60.5,3.1,199.2,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:52,60.5,3.5,184.7,15.1,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:53,60.5,3.1,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:54,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:55,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:56,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:56,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:57,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:58,,,285.8,7.6,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:12:59,45.1,3.5,324.5,7.5,0,1,-180.0,0,,0.000,,0.00,
2026-06-23T12:13:00,45.1,3.4,346.3,7.5,0,1,-180.0,0,,0.000,,0.00,
